ID,type,x COM, y COM
2,2,114.166667,21.833333
3,2,117.000000,19.250000
4,2,117.111111,21.333333
5,2,122.333333,20.111111
6,2,126.000000,18.500000
8,2,130.857143,20.000000
9,2,134.800000,19.400000
10,2,137.777778,20.444444
13,2,143.833333,20.833333
15,2,98.833333,24.666667
17,2,105.714286,25.000000
20,2,111.285714,24.000000
26,2,126.000000,22.125000
30,2,141.571429,23.571429
33,2,151.000000,22.500000
35,2,157.500000,24.500000
37,2,89.000000,27.500000
39,2,94.100000,25.800000
42,2,100.500000,29.000000
47,2,120.285714,25.857143
53,2,134.750000,23.500000
54,2,139.000000,23.000000
57,2,147.600000,29.200000
58,2,154.285714,29.000000
61,2,162.000000,27.500000
63,2,162.000000,27.000000
66,2,84.571429,30.285714
67,2,90.625000,33.625000
69,2,93.000000,28.200000
72,2,103.000000,29.000000
75,2,111.222222,29.111111
76,2,116.250000,27.125000
78,2,119.142857,30.428571
79,2,128.000000,29.000000
81,2,128.600000,26.300000
82,2,132.500000,24.000000
83,2,135.666667,28.833333
84,2,138.200000,28.500000
85,2,146.100000,26.800000
87,2,148.200000,30.800000
88,2,153.000000,31.500000
90,2,160.125000,30.000000
91,2,161.666667,31.166667
94,2,169.555556,30.666667
95,2,168.500000,28.000000
96,2,174.000000,28.500000
98,2,81.333333,33.166667
99,2,86.666667,35.222222
101,2,89.875000,31.125000
104,2,96.333333,31.500000
106,2,106.250000,31.000000
109,2,115.000000,32.500000
112,2,119.500000,34.000000
114,2,124.833333,26.666667
115,2,128.142857,31.571429
116,2,131.714286,31.285714
117,2,139.000000,34.000000
118,2,142.090909,32.363636
123,2,155.500000,37.500000
130,2,171.166667,34.000000
131,2,177.000000,29.000000
133,2,73.500000,35.500000
134,2,74.000000,37.166667
135,2,78.857143,34.428571
136,2,76.000000,34.500000
142,2,98.444444,36.888889
143,2,108.222222,37.222222
144,2,102.857143,31.714286
146,2,107.500000,34.200000
147,2,111.714286,33.571429
153,2,128.750000,36.000000
154,2,135.857143,34.714286
155,2,134.555556,32.111111
156,2,145.500000,33.700000
163,2,156.500000,31.500000
165,2,164.700000,37.000000
166,2,167.000000,31.555556
171,2,185.090909,34.636364
172,2,181.000000,33.500000
174,2,70.600000,37.800000
175,2,73.285714,39.571429
178,2,82.000000,36.714286
180,2,94.500000,35.500000
184,2,103.428571,35.285714
185,2,104.375000,39.750000
188,2,112.500000,40.500000
190,2,114.800000,36.500000
191,2,124.000000,34.500000
194,2,132.000000,37.500000
196,2,136.888889,41.333333
203,2,148.909091,38.090909
204,2,159.500000,39.500000
208,2,168.875000,36.500000
210,2,175.333333,36.111111
215,2,67.500000,40.333333
217,2,74.000000,42.444444
218,2,75.500000,38.500000
219,2,76.222222,46.777778
220,2,79.857143,41.571429
221,2,82.222222,39.888889
224,2,89.222222,41.444444
226,2,94.428571,38.285714
227,2,100.500000,41.000000
232,2,117.285714,40.142857
234,2,123.166667,38.333333
236,2,126.200000,38.700000
237,2,130.142857,39.142857
238,2,130.000000,42.909091
240,2,139.000000,37.000000
243,2,149.636364,40.727273
246,2,153.888889,40.333333
247,2,159.363636,43.636364
249,2,164.285714,39.857143
250,2,168.500000,43.500000
251,2,172.142857,36.714286
252,2,173.777778,41.222222
253,2,176.714286,39.142857
254,2,186.125000,38.375000
257,2,188.500000,43.333333
259,2,190.800000,45.000000
260,2,64.666667,42.666667
264,2,70.000000,43.333333
268,2,78.625000,43.750000
269,2,85.714286,39.857143
272,2,94.100000,42.600000
274,2,97.833333,44.666667
275,2,102.333333,43.777778
276,2,104.909091,43.636364
278,2,109.857143,40.142857
279,2,111.700000,43.900000
280,2,116.090909,44.727273
281,2,119.875000,40.125000
282,2,122.888889,42.000000
283,2,126.900000,44.200000
286,2,133.142857,39.285714
287,2,137.888889,44.222222
288,2,144.400000,37.700000
289,2,141.222222,42.111111
296,2,167.272727,41.545455
298,2,173.285714,44.571429
302,2,181.833333,41.333333
305,2,192.800000,42.400000
307,2,197.000000,43.500000
311,2,60.285714,45.428571
314,2,73.400000,46.800000
315,2,78.625000,49.250000
318,2,82.888889,43.111111
319,2,83.300000,47.500000
321,2,95.333333,46.777778
324,2,101.285714,52.857143
325,2,105.333333,50.166667
327,2,112.900000,49.800000
328,2,115.875000,49.875000
330,2,119.125000,44.875000
331,2,124.090909,49.909091
332,2,123.714286,44.428571
334,2,132.875000,45.875000
335,2,138.142857,48.285714
336,2,142.166667,47.333333
337,2,139.700000,51.300000
339,2,145.000000,45.000000
340,2,150.000000,45.181818
341,2,155.285714,44.285714
342,2,152.800000,48.200000
343,2,158.875000,48.875000
346,2,169.555556,47.222222
347,2,173.272727,46.727273
349,2,178.909091,49.636364
350,2,178.200000,44.500000
351,2,185.200000,46.600000
352,2,182.090909,45.363636
353,2,189.000000,48.875000
356,2,198.000000,46.500000
357,2,200.333333,52.833333
362,2,63.555556,47.666667
363,2,66.333333,47.000000
364,2,69.500000,48.666667
370,2,88.285714,48.428571
371,2,89.083333,45.666667
372,2,93.777778,51.111111
374,2,100.777778,48.222222
377,2,109.727273,46.727273
381,2,122.777778,47.111111
384,2,129.555556,48.444444
389,2,146.000000,52.111111
394,2,161.500000,53.000000
395,2,163.111111,47.222222
398,2,170.100000,51.600000
399,2,176.500000,47.000000
402,2,183.375000,49.375000
405,2,195.500000,47.700000
406,2,195.000000,52.500000
407,2,196.000000,50.500000
409,2,200.000000,48.285714
413,2,56.714286,49.000000
417,2,67.625000,52.875000
418,2,73.142857,52.428571
419,2,79.500000,52.200000
420,2,78.600000,55.200000
421,2,83.142857,54.428571
422,2,87.500000,52.500000
424,2,90.285714,51.000000
425,2,97.000000,50.857143
429,2,108.333333,51.666667
430,2,110.111111,55.444444
434,2,118.571429,48.428571
435,2,120.545455,54.000000
436,2,131.333333,52.166667
438,2,134.111111,53.222222
443,2,145.555556,47.666667
444,2,150.555556,48.888889
445,2,154.857143,51.285714
446,2,158.818182,53.363636
450,2,167.000000,52.500000
455,2,183.375000,54.625000
456,2,186.166667,51.333333
459,2,197.285714,53.142857
461,2,202.600000,53.200000
462,2,204.666667,51.000000
463,2,207.428571,57.285714
464,2,46.428571,56.714286
465,2,52.272727,50.818182
467,2,59.400000,51.900000
469,2,62.666667,56.666667
470,2,65.700000,51.500000
473,2,76.125000,54.875000
475,2,80.857143,60.142857
476,2,82.714286,57.000000
479,2,90.272727,55.727273
480,2,93.571429,57.000000
481,2,96.000000,53.625000
482,2,97.000000,55.500000
484,2,103.727273,57.090909
486,2,113.333333,56.666667
487,2,116.125000,56.875000
488,2,117.500000,53.500000
490,2,125.200000,54.700000
494,2,137.142857,51.285714
497,2,140.888889,57.111111
498,2,146.666667,55.166667
499,2,149.777778,53.111111
500,2,153.333333,54.666667
502,2,158.500000,57.500000
503,2,167.900000,55.600000
505,2,171.250000,59.583333
507,2,175.500000,52.666667
512,2,191.250000,57.250000
514,2,192.000000,53.500000
517,2,205.142857,54.285714
520,2,46.666667,61.666667
521,2,51.500000,61.000000
524,2,53.200000,55.600000
525,2,58.500000,55.500000
527,2,64.750000,59.875000
530,2,72.100000,55.300000
531,2,76.500000,58.000000
535,2,88.250000,59.375000
537,2,93.111111,60.888889
538,2,100.333333,56.500000
540,2,106.800000,61.600000
544,2,113.142857,59.714286
545,2,119.444444,57.888889
547,2,123.500000,58.000000
548,2,129.000000,55.500000
549,2,133.875000,60.375000
554,2,145.250000,59.250000
556,2,151.428571,58.714286
557,2,155.111111,56.888889
559,2,158.000000,61.285714
560,2,163.166667,58.833333
564,2,177.000000,57.090909
568,2,184.500000,60.000000
571,2,193.100000,56.400000
572,2,198.375000,62.125000
573,2,200.428571,57.428571
576,2,207.875000,62.125000
577,2,210.714286,59.857143
580,2,50.428571,57.428571
581,2,55.000000,57.142857
582,2,57.333333,62.833333
583,2,60.000000,60.375000
585,2,65.750000,61.375000
587,2,69.500000,58.000000
588,2,72.000000,60.900000
590,2,76.900000,63.200000
591,2,85.500000,59.000000
594,2,86.750000,64.375000
595,2,96.500000,61.500000
597,2,102.100000,61.700000
604,2,117.200000,63.200000
605,2,123.666667,62.000000
606,2,127.000000,59.000000
610,2,134.000000,57.000000
613,2,152.600000,63.300000
614,2,148.500000,61.500000
616,2,156.400000,59.800000
617,2,156.000000,64.333333
619,2,166.636364,61.272727
624,2,181.125000,63.375000
625,2,186.714286,61.857143
626,2,189.000000,58.250000
628,2,191.666667,60.000000
629,2,193.888889,61.777778
630,2,200.500000,61.000000
632,2,205.111111,61.222222
635,2,216.333333,60.444444
637,2,45.000000,64.600000
639,2,47.142857,66.000000
640,2,45.100000,71.500000
641,2,49.875000,63.875000
642,2,55.500000,65.000000
643,2,60.375000,64.750000
647,2,68.000000,63.250000
648,2,72.636364,63.727273
651,2,82.833333,62.166667
655,2,96.250000,64.000000
656,2,98.800000,58.700000
658,2,101.000000,65.200000
661,2,115.545455,61.454545
668,2,128.200000,65.100000
669,2,137.500000,60.125000
671,2,143.250000,61.625000
674,2,150.250000,60.750000
679,2,161.857143,62.428571
681,2,171.200000,64.800000
684,2,183.083333,66.583333
691,2,202.375000,64.375000
692,2,206.222222,66.555556
694,2,208.375000,65.625000
695,2,214.000000,64.000000
697,2,218.200000,66.200000
699,2,39.500000,67.000000
700,2,43.714286,67.000000
702,2,54.375000,66.375000
704,2,58.000000,67.500000
707,2,63.250000,68.500000
708,2,65.428571,65.285714
709,2,72.125000,70.125000
710,2,71.000000,67.000000
