ID,type,x COM, y COM
2,2,113.000000,18.833333
3,2,116.000000,18.714286
4,2,118.500000,19.000000
5,2,120.857143,19.428571
6,2,124.909091,19.454545
8,2,130.250000,19.375000
9,2,132.909091,19.363636
10,2,136.000000,19.000000
13,2,145.222222,19.777778
15,2,95.833333,23.666667
17,2,103.500000,21.750000
20,2,111.777778,23.111111
26,2,128.428571,23.714286
30,2,141.142857,22.714286
33,2,151.400000,22.000000
35,2,156.500000,22.500000
37,2,88.166667,25.833333
39,2,92.555556,25.333333
42,2,102.750000,24.250000
47,2,116.875000,23.875000
53,2,135.200000,23.100000
54,2,140.200000,24.600000
57,2,148.090909,25.363636
58,2,152.500000,26.166667
61,2,160.700000,25.000000
63,2,165.285714,25.857143
64,2,168.500000,26.500000
66,2,84.571429,28.285714
67,2,87.000000,30.000000
69,2,93.416667,28.833333
72,2,104.818182,27.000000
75,2,110.100000,30.400000
76,2,114.500000,27.000000
78,2,120.818182,28.090909
79,2,124.333333,28.111111
81,2,130.181818,27.909091
82,2,133.200000,28.100000
83,2,136.000000,27.750000
84,2,140.666667,28.555556
85,2,143.300000,27.700000
87,2,149.875000,29.875000
88,2,153.200000,30.600000
90,2,157.285714,28.000000
91,2,160.125000,28.125000
94,2,167.111111,30.111111
95,2,170.250000,28.500000
96,2,173.500000,27.500000
98,2,78.714286,30.857143
99,2,83.285714,33.142857
101,2,89.142857,32.285714
104,2,98.285714,31.571429
106,2,105.000000,30.100000
109,2,113.222222,30.666667
112,2,119.500000,32.125000
114,2,126.000000,31.750000
115,2,130.555556,31.777778
116,2,133.000000,31.200000
117,2,137.000000,30.636364
118,2,137.833333,33.000000
123,2,154.800000,32.600000
130,2,175.000000,30.000000
131,2,177.444444,31.333333
133,2,70.875000,34.750000
134,2,73.500000,34.500000
135,2,75.500000,34.500000
136,2,78.000000,35.714286
142,2,98.333333,34.333333
143,2,102.555556,34.555556
144,2,99.555556,29.555556
146,2,107.100000,33.000000
147,2,111.555556,34.777778
153,2,128.900000,35.300000
154,2,133.285714,34.571429
155,2,135.375000,33.250000
156,2,140.222222,35.111111
