ID,type,x COM, y COM
2,2,114.500000,23.200000
3,2,119.111111,20.777778
4,2,118.714286,27.428571
5,2,123.125000,23.875000
6,2,125.000000,19.500000
8,2,131.125000,19.875000
9,2,134.000000,19.500000
10,2,135.857143,21.000000
13,2,144.250000,23.500000
15,2,102.833333,24.333333
17,2,106.000000,27.000000
20,2,110.500000,25.500000
26,2,126.600000,23.800000
30,2,140.833333,25.833333
33,2,149.666667,24.000000
35,2,157.500000,28.800000
37,2,91.625000,30.625000
39,2,97.800000,25.400000
42,2,99.200000,27.400000
47,2,122.800000,28.600000
53,2,135.400000,22.400000
54,2,138.500000,23.500000
57,2,143.500000,34.500000
58,2,153.200000,26.600000
61,2,163.285714,34.428571
66,2,83.200000,32.200000
67,2,91.142857,35.285714
69,2,94.800000,30.400000
72,2,99.000000,31.250000
75,2,113.222222,27.888889
76,2,116.750000,30.125000
78,2,120.000000,32.500000
79,2,127.000000,33.000000
81,2,128.800000,23.200000
82,2,131.400000,25.800000
83,2,138.500000,31.500000
84,2,141.333333,30.000000
85,2,145.555556,28.777778
87,2,149.777778,30.444444
88,2,152.000000,36.833333
90,2,159.500000,31.500000
91,2,158.500000,37.000000
94,2,164.500000,32.666667
95,2,167.125000,28.875000
96,2,170.000000,31.181818
98,2,81.000000,34.500000
99,2,86.285714,38.857143
101,2,87.888889,32.222222
104,2,96.500000,31.500000
106,2,102.875000,32.375000
109,2,114.000000,32.272727
112,2,116.333333,35.444444
114,2,126.666667,29.222222
115,2,129.833333,28.166667
116,2,132.857143,27.714286
117,2,137.333333,34.166667
118,2,145.444444,35.888889
123,2,155.000000,35.000000
130,2,169.500000,35.000000
131,2,174.500000,31.500000
134,2,73.714286,37.857143
135,2,77.875000,34.875000
136,2,78.000000,40.000000
142,2,96.857143,37.571429
143,2,104.500000,38.000000
144,2,101.200000,34.500000
146,2,110.142857,37.714286
147,2,110.444444,32.666667
153,2,133.200000,33.400000
154,2,132.125000,36.125000
155,2,134.142857,31.714286
156,2,141.000000,33.100000
163,2,155.125000,30.875000
165,2,165.875000,37.875000
166,2,164.142857,29.285714
171,2,181.857143,37.285714
172,2,177.000000,32.714286
175,2,71.200000,40.400000
178,2,80.833333,40.000000
180,2,95.600000,34.200000
184,2,104.888889,33.111111
185,2,103.125000,42.125000
188,2,117.200000,40.500000
190,2,112.888889,37.555556
191,2,124.500000,36.000000
196,2,137.500000,43.000000
203,2,148.166667,38.000000
204,2,156.714286,43.285714
208,2,171.400000,37.500000
210,2,175.142857,34.142857
215,2,67.714286,44.000000
217,2,75.600000,38.200000
218,2,78.400000,42.900000
219,2,78.000000,46.500000
220,2,83.500000,42.900000
221,2,82.500000,37.000000
224,2,92.500000,40.666667
226,2,95.714286,42.142857
