ID,type,x COM, y COM
2,2,112.666667,18.777778
3,2,116.500000,18.500000
4,2,118.000000,20.166667
5,2,121.400000,18.600000
6,2,125.100000,19.200000
8,2,130.875000,18.875000
9,2,133.250000,20.125000
10,2,136.166667,19.166667
13,2,145.125000,19.875000
15,2,97.875000,23.500000
17,2,105.666667,22.111111
20,2,111.888889,23.111111
26,2,128.875000,24.375000
30,2,141.500000,22.125000
33,2,149.800000,20.600000
35,2,157.750000,22.500000
37,2,88.727273,25.000000
39,2,92.714286,24.428571
42,2,101.285714,25.571429
47,2,118.444444,24.888889
53,2,135.250000,23.916667
54,2,139.125000,24.125000
57,2,147.333333,24.666667
58,2,153.200000,25.000000
61,2,162.166667,24.166667
63,2,164.777778,26.333333
66,2,84.500000,28.500000
67,2,87.444444,29.666667
69,2,94.000000,29.000000
72,2,104.571429,27.285714
75,2,110.750000,28.750000
76,2,114.222222,27.111111
78,2,120.900000,26.900000
79,2,124.555556,30.777778
81,2,127.000000,27.142857
82,2,133.285714,28.857143
83,2,135.375000,27.250000
84,2,140.125000,28.750000
85,2,142.666667,28.333333
87,2,148.636364,30.090909
88,2,153.153846,30.769231
90,2,157.875000,27.125000
91,2,160.375000,28.625000
94,2,167.375000,29.375000
95,2,169.833333,27.666667
96,2,173.600000,28.400000
98,2,80.250000,32.125000
99,2,83.400000,33.200000
101,2,89.444444,32.666667
104,2,97.571429,31.428571
106,2,105.428571,31.000000
109,2,114.777778,30.888889
112,2,119.857143,32.714286
114,2,127.428571,31.857143
115,2,130.900000,30.800000
116,2,133.250000,31.500000
117,2,137.400000,30.800000
118,2,139.142857,32.857143
123,2,154.500000,34.583333
130,2,174.444444,32.111111
131,2,177.142857,31.142857
133,2,71.000000,34.000000
134,2,73.500000,34.500000
135,2,75.666667,33.333333
136,2,77.125000,36.625000
142,2,97.875000,35.125000
143,2,103.142857,35.857143
144,2,99.555556,29.555556
146,2,107.777778,33.222222
147,2,111.909091,34.363636
153,2,128.545455,35.636364
154,2,135.200000,35.000000
155,2,135.285714,32.142857
156,2,140.545455,36.181818
163,2,160.444444,33.777778
165,2,164.700000,36.200000
166,2,169.250000,35.625000
