ID,type,x COM, y COM
1,2,102.560000,24.520000
2,2,106.695652,23.347826
3,2,112.043478,22.565217
4,2,118.500000,23.500000
5,2,120.318182,26.272727
6,2,127.040000,21.800000
8,2,136.160000,22.200000
9,2,141.240000,22.080000
10,2,148.291667,23.875000
12,2,156.760000,22.280000
18,2,112.500000,28.590909
19,2,115.476190,27.095238
20,2,124.000000,27.434783
27,2,159.260870,26.652174
31,2,76.360000,34.360000
34,2,92.875000,32.583333
35,2,97.545455,32.590909
37,2,106.925926,31.666667
39,2,118.680000,32.640000
41,2,127.750000,32.541667
42,2,132.960000,32.240000
43,2,138.000000,30.840000
45,2,146.238095,31.904762
47,2,156.791667,30.833333
48,2,161.318182,32.590909
50,2,174.291667,30.500000
51,2,178.913043,32.565217
53,2,73.444444,37.185185
58,2,94.428571,36.333333
60,2,107.458333,36.166667
61,2,112.000000,37.571429
62,2,117.200000,37.560000
69,2,152.956522,35.434783
70,2,157.040000,36.480000
71,2,160.800000,38.680000
72,2,164.884615,37.038462
73,2,171.500000,37.791667
81,2,77.480000,42.000000
82,2,81.347826,40.434783
83,2,86.680000,40.920000
85,2,97.807692,43.038462
86,2,101.923077,42.538462
89,2,116.454545,42.772727
91,2,127.166667,43.333333
92,2,132.230769,42.807692
93,2,136.814815,42.925926
94,2,142.291667,41.958333
98,2,162.086957,43.260870
99,2,166.739130,42.478261
101,2,177.217391,42.608696
103,2,188.000000,42.730769
105,2,195.958333,41.708333
107,2,61.592593,47.111111
113,2,90.304348,46.913043
115,2,101.913043,48.434783
116,2,106.227273,46.318182
117,2,110.375000,48.250000
118,2,115.083333,46.958333
120,2,129.041667,47.375000
121,2,134.240000,48.320000
125,2,155.000000,45.800000
127,2,161.000000,47.000000
128,2,166.920000,48.280000
131,2,184.040000,48.680000
132,2,188.607143,47.464286
133,2,194.360000,48.000000
134,2,198.120000,46.000000
135,2,202.434783,47.826087
137,2,58.160000,51.640000
138,2,62.285714,53.523810
139,2,66.038462,51.615385
140,2,71.269231,53.076923
141,2,76.840000,52.360000
142,2,82.080000,52.960000
143,2,87.923077,50.961538
146,2,99.909091,53.954545
148,2,112.434783,52.391304
149,2,116.826087,52.043478
152,2,130.625000,53.000000
153,2,136.250000,52.125000
154,2,141.153846,53.653846
155,2,145.454545,52.545455
157,2,156.500000,52.000000
158,2,160.375000,51.750000
160,2,172.518519,52.037037
163,2,186.583333,52.958333
164,2,191.217391,52.304348
166,2,202.880000,53.560000
168,2,48.360000,54.840000
169,2,50.500000,57.791667
171,2,59.608696,57.608696
173,2,71.583333,58.583333
174,2,76.478261,56.478261
177,2,91.560000,57.240000
178,2,96.958333,57.958333
180,2,108.041667,57.041667
181,2,113.450000,56.550000
184,2,128.043478,56.782609
185,2,132.958333,57.083333
186,2,137.043478,58.000000
188,2,146.120000,56.760000
191,2,162.041667,57.375000
193,2,172.291667,57.208333
194,2,176.840000,56.720000
195,2,182.125000,57.041667
196,2,186.240000,58.160000
197,2,191.814815,57.259259
199,2,202.185185,57.814815
200,2,207.615385,58.115385
201,2,212.521739,58.043478
202,2,44.590909,62.181818
204,2,52.904762,62.523810
205,2,56.695652,62.000000
209,2,78.173913,59.260870
210,2,82.360000,60.560000
212,2,90.076923,64.961538
213,2,94.892857,62.392857
214,2,102.250000,59.583333
215,2,107.304348,61.608696
219,2,126.730769,61.538462
220,2,130.956522,64.043478
221,2,134.541667,61.791667
223,2,146.807692,62.692308
224,2,151.500000,62.461538
226,2,162.461538,63.423077
227,2,166.920000,60.760000
228,2,174.416667,60.791667
232,2,191.538462,61.461538
233,2,197.480000,61.040000
235,2,207.458333,63.791667
236,2,211.739130,61.869565
238,2,41.478261,66.043478
239,2,47.304348,67.304348
240,2,53.407407,67.370370
241,2,59.730769,66.576923
242,2,58.916667,71.083333
243,2,64.409091,66.363636
244,2,70.807692,66.538462
246,2,80.800000,65.720000
252,2,112.304348,66.000000
