ID,type,x COM, y COM
2,2,112.250000,21.625000
5,2,121.000000,21.000000
6,2,126.956522,22.086957
7,2,133.391304,21.434783
9,2,143.550000,21.650000
10,2,150.652174,22.304348
12,2,156.434783,24.347826
13,2,86.826087,31.000000
14,2,91.080000,25.840000
15,2,96.500000,28.000000
16,2,97.230769,24.423077
18,2,112.360000,25.440000
19,2,112.500000,29.750000
22,2,131.423077,26.076923
23,2,136.000000,26.740741
26,2,152.880000,29.160000
31,2,79.000000,34.750000
34,2,92.280000,31.080000
38,2,111.090909,34.590909
39,2,116.125000,33.625000
41,2,129.541667,32.416667
42,2,133.857143,32.142857
45,2,148.600000,33.320000
46,2,154.000000,34.000000
47,2,157.285714,30.285714
51,2,176.375000,31.208333
53,2,73.320000,35.360000
55,2,83.320000,35.720000
57,2,93.708333,36.458333
58,2,97.884615,31.923077
61,2,115.791667,38.791667
62,2,119.833333,38.333333
63,2,121.000000,33.826087
65,2,129.000000,37.400000
66,2,134.545455,36.454545
67,2,141.040000,36.880000
76,2,188.230769,36.615385
77,2,195.875000,40.375000
78,2,62.041667,41.958333
79,2,68.695652,38.739130
81,2,78.260870,44.043478
82,2,79.440000,39.440000
84,2,94.541667,42.250000
85,2,101.130435,42.304348
87,2,106.560000,43.920000
88,2,112.240000,43.480000
89,2,116.360000,44.680000
90,2,121.423077,44.153846
91,2,124.750000,40.916667
92,2,130.250000,41.333333
93,2,136.791667,39.916667
94,2,137.961538,43.846154
96,2,152.800000,41.200000
98,2,157.160000,45.120000
100,2,175.681818,46.681818
101,2,177.818182,41.500000
103,2,186.863636,39.272727
109,2,74.217391,46.000000
110,2,79.391304,49.130435
113,2,92.520000,46.800000
114,2,98.043478,46.130435
115,2,103.038462,47.730769
117,2,108.130435,51.652174
118,2,113.391304,49.608696
122,2,135.500000,49.708333
125,2,150.434783,53.652174
130,2,179.555556,46.703704
131,2,182.923077,46.192308
132,2,187.695652,46.869565
133,2,193.125000,47.791667
134,2,197.545455,49.409091
135,2,199.407407,45.000000
136,2,54.760000,53.720000
137,2,59.680000,52.160000
138,2,63.272727,53.136364
139,2,68.880000,54.120000
140,2,72.750000,50.041667
142,2,80.583333,54.666667
144,2,92.800000,51.120000
146,2,102.454545,51.590909
151,2,124.000000,56.040000
153,2,133.000000,52.760000
155,2,149.875000,58.250000
162,2,181.481481,57.074074
166,2,203.260870,47.869565
167,2,205.846154,53.153846
170,2,58.333333,57.095238
171,2,64.291667,57.875000
173,2,76.740741,53.370370
177,2,91.760000,56.440000
179,2,104.782609,57.130435
181,2,114.000000,58.772727
183,2,128.130435,58.260870
184,2,131.480000,57.320000
185,2,135.727273,58.000000
188,2,146.583333,60.666667
190,2,157.200000,58.840000
192,2,166.423077,57.653846
195,2,181.545455,61.454545
197,2,186.541667,54.791667
200,2,203.166667,61.750000
201,2,207.318182,57.818182
202,2,42.259259,63.703704
203,2,48.440000,63.520000
204,2,54.148148,61.222222
206,2,61.375000,61.500000
211,2,88.583333,64.958333
213,2,95.500000,61.769231
214,2,100.782609,60.304348
216,2,111.320000,62.280000
219,2,134.739130,63.000000
221,2,142.681818,64.454545
223,2,149.333333,65.166667
225,2,153.461538,63.615385
227,2,168.692308,63.500000
230,2,186.318182,62.636364
231,2,188.461538,59.269231
232,2,195.541667,62.333333
233,2,198.653846,60.307692
235,2,208.500000,61.500000
236,2,216.166667,63.583333
240,2,52.375000,66.541667
244,2,73.120000,62.200000
245,2,74.291667,66.625000
247,2,92.769231,68.692308
248,2,91.583333,62.375000
252,2,112.958333,66.541667
257,2,139.076923,61.730769
259,2,145.625000,66.958333
260,2,153.615385,68.807692
263,2,166.083333,69.666667
266,2,182.750000,72.875000
268,2,191.320000,63.720000
269,2,197.423077,66.846154
271,2,207.880000,66.560000
278,2,53.038462,71.307692
280,2,65.636364,72.136364
284,2,86.840000,68.840000
285,2,87.800000,76.240000
286,2,90.625000,72.500000
287,2,97.291667,76.333333
296,2,143.692308,72.346154
297,2,151.190476,71.523810
299,2,156.291667,73.666667
300,2,162.782609,77.217391
304,2,182.391304,76.565217
306,2,192.208333,68.916667
308,2,201.958333,70.916667
309,2,203.304348,66.086957
314,2,36.846154,80.961538
317,2,54.153846,77.576923
320,2,67.965517,76.758621
321,2,72.434783,79.521739
325,2,93.173913,76.434783
327,2,105.538462,78.461538
329,2,111.440000,77.560000
333,2,134.851852,73.222222
334,2,137.695652,76.521739
336,2,143.130435,77.086957
338,2,157.043478,78.000000
340,2,165.538462,82.269231
341,2,170.375000,81.875000
344,2,187.720000,79.120000
349,2,209.833333,74.833333
351,2,221.375000,76.291667
352,2,224.423077,80.346154
354,2,40.272727,85.136364
356,2,48.954545,78.363636
357,2,47.750000,81.750000
358,2,54.960000,82.320000
361,2,77.869565,85.260870
362,2,74.130435,85.130435
365,2,92.826087,82.913043
368,2,104.416667,83.791667
370,2,117.807692,82.307692
371,2,124.360000,83.440000
372,2,127.760000,79.600000
373,2,133.272727,79.318182
374,2,136.739130,82.391304
375,2,141.458333,80.708333
378,2,156.791667,82.875000
379,2,160.760000,81.480000
383,2,182.769231,80.730769
384,2,185.520000,84.320000
385,2,191.625000,80.875000
386,2,195.217391,79.739130
388,2,208.846154,80.346154
391,2,219.521739,80.695652
392,2,231.083333,85.916667
395,2,40.739130,90.130435
397,2,48.230769,85.423077
398,2,52.958333,88.166667
399,2,56.280000,87.240000
405,2,89.230769,80.423077
407,2,94.480000,87.880000
409,2,105.958333,87.083333
410,2,113.208333,83.541667
411,2,118.840000,86.680000
416,2,141.160000,86.080000
418,2,148.240000,88.000000
419,2,154.160000,87.280000
423,2,177.760000,90.640000
425,2,188.625000,87.458333
428,2,198.125000,88.208333
429,2,202.173913,92.000000
431,2,221.666667,88.190476
432,2,221.086957,84.739130
433,2,226.608696,85.000000
438,2,39.434783,95.391304
440,2,48.560000,89.600000
443,2,68.160000,93.480000
444,2,71.920000,91.480000
445,2,75.478261,91.217391
448,2,93.869565,93.173913
449,2,99.307692,89.769231
452,2,110.423077,89.269231
453,2,115.136364,88.954545
454,2,120.200000,91.840000
455,2,126.750000,94.000000
456,2,131.333333,91.222222
457,2,137.280000,91.280000
459,2,147.000000,92.863636
460,2,152.296296,91.407407
462,2,164.818182,94.909091
466,2,182.259259,89.148148
469,2,193.480000,90.960000
471,2,207.416667,92.958333
476,2,232.807692,90.846154
477,2,25.576923,99.884615
478,2,31.592593,97.444444
479,2,35.800000,94.720000
481,2,50.045455,95.727273
482,2,55.037037,96.444444
483,2,59.080000,100.960000
484,2,61.518519,98.333333
485,2,66.958333,100.125000
486,2,71.434783,97.652174
487,2,78.480000,93.120000
488,2,82.480000,97.240000
489,2,89.520000,90.920000
490,2,89.730769,95.846154
491,2,95.285714,97.892857
492,2,99.307692,96.000000
496,2,122.928571,95.571429
497,2,130.545455,96.500000
498,2,133.740741,97.740741
499,2,137.880000,95.680000
501,2,151.500000,96.269231
504,2,162.391304,99.521739
509,2,186.476190,99.571429
510,2,191.320000,99.680000
511,2,197.916667,93.916667
513,2,208.640000,97.560000
515,2,217.038462,100.846154
516,2,221.840000,98.200000
517,2,225.750000,94.708333
518,2,232.041667,95.000000
519,2,236.956522,97.565217
520,2,24.000000,106.000000
521,2,28.173913,103.347826
522,2,32.200000,102.680000
523,2,36.730769,101.461538
527,2,53.384615,101.038462
528,2,63.739130,104.565217
529,2,70.960000,102.920000
530,2,76.560000,101.440000
532,2,81.720000,102.640000
534,2,92.370370,101.629630
538,2,116.681818,105.000000
539,2,120.576923,103.961538
541,2,126.440000,99.800000
542,2,130.304348,103.043478
543,2,134.920000,105.520000
544,2,137.222222,101.666667
547,2,157.956522,102.521739
548,2,162.375000,104.125000
549,2,167.384615,100.115385
550,2,173.120000,104.120000
551,2,176.000000,109.130435
553,2,183.777778,103.629630
554,2,190.269231,104.500000
555,2,193.772727,95.636364
558,2,212.826087,99.521739
564,2,24.434783,111.391304
567,2,34.615385,107.076923
568,2,40.500000,106.500000
569,2,45.583333,107.208333
570,2,54.083333,110.625000
571,2,57.346154,104.884615
574,2,70.681818,108.227273
575,2,75.920000,105.320000
576,2,80.347826,108.304348
579,2,96.045455,103.818182
584,2,124.454545,105.136364
585,2,128.173913,106.782609
586,2,131.440000,110.040000
587,2,136.178571,111.607143
590,2,153.541667,104.541667
591,2,158.692308,108.346154
593,2,168.192308,104.807692
596,2,186.250000,107.208333
598,2,194.727273,105.500000
600,2,202.740741,109.555556
602,2,211.961538,106.692308
603,2,216.181818,106.681818
605,2,226.863636,104.363636
606,2,231.920000,106.920000
607,2,236.720000,107.200000
608,2,23.090909,117.681818
609,2,30.250000,117.750000
610,2,31.500000,111.791667
611,2,38.500000,111.115385
612,2,47.047619,111.809524
614,2,49.880000,116.280000
616,2,62.541667,116.208333
617,2,66.227273,113.181818
618,2,70.708333,112.416667
619,2,75.740741,110.851852
622,2,90.280000,112.360000
625,2,105.846154,111.192308
626,2,113.800000,112.600000
628,2,127.571429,111.619048
631,2,141.347826,111.652174
632,2,139.320000,116.160000
634,2,148.954545,110.318182
635,2,152.800000,108.600000
637,2,165.434783,108.391304
638,2,170.400000,109.920000
639,2,173.739130,113.304348
642,2,195.190476,112.857143
643,2,198.666667,110.708333
645,2,208.833333,110.666667
647,2,215.608696,110.565217
649,2,227.000000,108.280000
